Type,Name,Price,Coupon,Maturity,YTM,CurrentYield,Rating,Callable
Muni,Asset 9804,72.04,5.56,24-Jun-2020,6.072,7.71793448084397,CC,1
Muni,Asset 9805,105.5,2.95,15-Apr-2019,2.522,2.79620853080569,Not Rated,0
Corp,Asset 9806,94.75,6.29,28-May-2027,6.084,6.63852242744063,A,1
Muni,Asset 9807,82.71,4.53,17-Aug-2035,4.012,5.47696771853464,BBB,1
Muni,Asset 9808,123.7,5.03,26-Nov-2017,3.856,4.06628940986257,AAA,0
Corp,Asset 9809,101.85,1.55,31-May-2016,1.51,1.52184585174276,AAA,1
Corp,Asset 9810,115.72,4.18,09-Apr-2020,3.086,3.61216730038023,AAA,0
Corp,Asset 9811,102.3,6.72,07-Mar-2028,4.473,6.56891495601173,BBB,0
Muni,Asset 9812,57.69,0.09,03-Feb-2016,0.345,0.15600624024961,Not Rated,0
Corp,Asset 9813,82.53,5.57,20-Nov-2029,5.811,6.74906094753423,BBB,1
Corp,Asset 9814,96.07,6.34,03-Nov-2027,5.178,6.59935463724368,A,1
Muni,Asset 9815,103.8,4.44,21-Jul-2037,3.522,4.27745664739884,A,1
Muni,Asset 9816,123.64,5.94,06-Oct-2016,3.8,4.80427046263345,AA,0
Muni,Asset 9817,123.92,5.3,14-Dec-2018,4.06,4.27695287282117,AAA,0
Muni,Asset 9818,117.43,4.01,11-Nov-2021,3.139,3.41480030656561,AAA,0
Muni,Asset 9819,108.5,5.56,14-Jan-2036,4.085,5.12442396313364,NA,1
Muni,Asset 9820,114.69,5.75,17-Dec-2037,4.585,5.01351469177784,A,1
Corp,Asset 9821,111.5,5.65,02-Oct-2020,3.917,5.06726457399103,AA,0
Muni,Asset 9822,90.96,0.07,26-Oct-2016,0.102,0.0769569041336852,A,0
Muni,Asset 9823,114.99,5.52,02-Aug-2025,3.74,4.8004174276024,AA,0
Corp,Asset 9824,105.72,3.09,07-Feb-2013,-0.951,2.92281498297389,AAA,0
Muni,Asset 9825,121.72,5.09,02-Mar-2017,3.337,4.18172855734473,AAA,0
Corp,Asset 9826,113.01,5.68,17-Jan-2015,3.962,5.02610388461198,BBB,0
Corp,Asset 9827,125.88,7.35,04-Aug-2026,4.237,5.83889418493804,A,0
Muni,Asset 9828,109.06,3.46,09-Jun-2015,3.131,3.17256556024207,AA,0
Corp,Asset 9829,107.49,4.64,01-May-2014,3.6,4.31668062145316,A,0
Muni,Asset 9830,110.27,4.21,12-May-2021,3.469,3.8179015144645,A,1
Muni,Asset 9831,103.69,5.03,08-Jul-2043,4.007,4.85099816761501,A,1
Muni,Asset 9832,128.95,6.35,28-Mar-2027,3.813,4.92438929817759,NA,0
Corp,Asset 9833,68.16,5.62,23-Nov-2014,7.018,8.24530516431925,CC,0
Muni,Asset 9834,115.17,5.46,28-Jul-2031,3.739,4.74081792133368,AA,1
Corp,Asset 9835,134.63,6.04,06-Jan-2028,3.804,4.48637005125158,AAA,0
Muni,Asset 9836,93.06,3.05,28-Jul-2025,2.839,3.27745540511498,AA,1
Corp,Asset 9837,101.11,6.59,10-Nov-2018,5.317,6.51765404015429,BBB,0
Corp,Asset 9838,135.52,8.57,02-Nov-2021,4.999,6.32378984651712,BBB,0
Muni,Asset 9839,104.9,5,10-Oct-2037,3.809,4.76644423260248,AA,1
Muni,Asset 9840,116.28,4.52,08-Dec-2017,3.852,3.88716890264878,AA,1
Muni,Asset 9841,98.63,4.08,19-Aug-2025,3.319,4.13667241204502,A,1
Muni,Asset 9842,118.14,4.94,28-Jun-2018,3.709,4.18147960047401,AA,1
Corp,Asset 9843,101.57,6.39,14-Feb-2021,4.377,6.29122772472187,A,0
Muni,Asset 9844,118.61,5.07,04-Sep-2016,3.389,4.27451311019307,NA,0
Muni,Asset 9845,110.09,4.93,18-Nov-2031,4.069,4.47815423744209,AA,1
Muni,Asset 9846,57.45,0.04,22-Jan-2026,0.1,0.0696257615317667,A,0
Corp,Asset 9847,108.82,2.87,03-Oct-2015,2.361,2.63738283403786,AAA,0
Corp,Asset 9848,147.22,7.75,27-May-2027,4.908,5.26423040347779,BBB,0
Muni,Asset 9849,118.22,4.08,24-Mar-2018,2.926,3.45119269159195,AAA,0
Muni,Asset 9850,92.9,5.07,17-Dec-2033,4.932,5.45748116254037,NA,1
Muni,Asset 9851,103.44,4.57,22-Aug-2027,3.472,4.41802010827533,AA,1
Corp,Asset 9852,102.72,5.23,27-Nov-2021,4.762,5.09151090342679,AA,1
Corp,Asset 9853,122.82,5.59,15-Aug-2019,3.556,4.55137599739456,AAA,0
Muni,Asset 9854,107.68,3.96,25-Aug-2024,3.041,3.67756315007429,A,1
Corp,Asset 9855,115.77,4.35,13-Dec-2026,3.621,3.75745011661052,AAA,0
Muni,Asset 9856,97.11,4.51,07-Dec-2034,4.629,4.64421789722994,Not Rated,1
Corp,Asset 9857,142.93,8.66,01-Jan-2023,4.863,6.05890995592248,A,0
Muni,Asset 9858,108.32,4.01,23-Dec-2029,3.412,3.7019940915805,AA,1
Muni,Asset 9859,118.55,4.95,27-May-2017,3.969,4.1754533951919,AA,0
Corp,Asset 9860,107.77,8.94,04-Sep-2012,-0.613,8.29544400111348,BBB,0
Muni,Asset 9861,96.28,4.98,09-Nov-2032,4.422,5.17241379310345,BBB,1
Muni,Asset 9862,108.83,4.01,10-Jun-2013,-1.203,3.68464577781862,AA,0
Muni,Asset 9863,116.41,5.17,04-Oct-2035,3.581,4.44119920968989,AA,1
Muni,Asset 9864,113.83,4.99,12-Jun-2014,4.137,4.38373012386893,AA,0
Muni,Asset 9865,120.59,4.22,02-Aug-2018,2.971,3.4994609834978,AA,0
Muni,Asset 9866,87.31,4.44,06-Oct-2037,3.956,5.0853281411064,A,1
Muni,Asset 9867,112.15,4.94,09-Jun-2020,4.322,4.40481497993758,AA,1
Muni,Asset 9868,104.99,2.04,14-Oct-2015,1.821,1.94304219449471,A,0
Muni,Asset 9869,110.53,2.82,04-Apr-2018,2.308,2.55134352664435,AA,0
Corp,Asset 9870,102.35,0.5,06-Nov-2012,-1.349,0.488519785051295,AAA,0
Corp,Asset 9871,104.42,5.73,27-Sep-2012,-0.385,5.48745451063015,A,0
Zero,Asset 9872,76.48,0.02,07-Aug-2023,0.05,0.0261506276150628,AAA,0
Muni,Asset 9873,120.24,4.98,15-Nov-2015,3.754,4.14171656686627,AA,0
Corp,Asset 9874,101.26,7.6,09-Apr-2027,5.118,7.50543156231483,BB,0
Corp,Asset 9875,111.43,7.96,06-Nov-2017,5.563,7.14349816028,B,1
Muni,Asset 9876,111.34,5.29,11-Aug-2013,2.138,4.75121250224537,AAA,0
Muni,Asset 9877,104.92,4.95,19-Oct-2040,3.858,4.71788028974457,NA,1
Muni,Asset 9878,93.36,5.09,07-May-2033,4.571,5.45201371036847,NA,1
Corp,Asset 9879,99.96,3.18,03-Feb-2014,2.601,3.1812725090036,A,0
Muni,Asset 9880,124.21,5.67,02-Sep-2029,3.548,4.56484985105869,AA,0
Muni,Asset 9881,110.9,5.04,04-Mar-2032,3.538,4.54463480613165,AAA,1
Muni,Asset 9882,117.03,4.97,20-Aug-2029,3.379,4.24677433136802,AAA,1
Muni,Asset 9883,105.36,3.1,12-May-2029,2.755,2.94229309035687,NA,1
Corp,Asset 9884,400.82,0,21-Aug-2012,0.477,0,AAA,0
Muni,Asset 9885,100.73,5.05,22-Aug-2025,3.781,5.01340216420133,Not Rated,1
Corp,Asset 9886,105.26,6.7,03-Aug-2020,4.474,6.36519095572867,BB,0
Muni,Asset 9887,115.21,4.03,29-Jul-2018,2.984,3.49796024650638,NA,0
Corp,Asset 9888,118.9,4.34,28-Jul-2019,3.088,3.65012615643398,AAA,0
Muni,Asset 9889,114.41,6.47,22-Oct-2034,4.439,5.65510007866445,AA,0
Muni,Asset 9890,115.08,3.91,01-Mar-2023,2.863,3.39763642683351,AAA,1
Corp,Asset 9891,93.85,12.29,11-Oct-2014,6.811,13.0953649440597,BB,1
Muni,Asset 9892,105.31,2.04,17-Mar-2013,-2.203,1.93713797360175,AAA,0
Corp,Asset 9893,102.83,1.78,04-Sep-2018,1.627,1.73101235048138,AAA,0
Muni,Asset 9894,116.77,5.3,14-May-2016,4.05,4.53883703005909,NA,0
Corp,Asset 9895,117.67,4.99,12-Jan-2016,3.571,4.24067306875159,AAA,0
Corp,Asset 9896,111.96,6.05,09-Feb-2018,4.007,5.40371561271883,AA,0
Corp,Asset 9897,114.34,5.74,10-Apr-2035,3.953,5.02011544516355,BBB,0
Muni,Asset 9898,119.01,5.57,16-Jun-2015,4.339,4.68027896815394,AAA,0
Corp,Asset 9899,94.25,7.5,29-Mar-2025,5.14,7.95755968169761,B,1
Muni,Asset 9900,113.49,4.04,09-Jun-2019,3.513,3.55978500308397,AA,0
Muni,Asset 9901,119.78,4.93,27-Nov-2019,3.916,4.11587911170479,AA,1
Muni,Asset 9902,114.24,4.91,21-May-2014,3.869,4.29796918767507,AA,0
Muni,Asset 9903,117.98,5.27,05-Dec-2019,4.425,4.46685878962536,A,1
Muni,Asset 9904,43.61,0.02,09-May-2025,0.103,0.0458610410456317,A,0
Muni,Asset 9905,90.69,4.34,23-Nov-2030,4.41,4.785533134855,NA,1
Muni,Asset 9906,103.59,4.92,11-Jun-2031,4.571,4.74949319432378,AA,1
Muni,Asset 9907,109.58,3.04,01-Dec-2015,2.728,2.7742288738821,AA,0
Treas,Asset 9908,100.26,0.37,08-Sep-2012,0.313,0.369040494713744,AAA,0
Muni,Asset 9909,111.26,5,31-Jul-2028,3.583,4.49397806938702,AA,1
Corp,Asset 9910,103.9,2.29,02-Nov-2016,2.084,2.20404234841193,AAA,0
Muni,Asset 9911,108.88,4.69,17-May-2023,3.918,4.30749448934607,AA,0
Corp,Asset 9912,104.63,5.55,19-Jan-2013,1.769,5.30440600210265,A,0
Muni,Asset 9913,110.63,3.27,09-Dec-2018,2.927,2.95579860797252,AAA,0
Muni,Asset 9914,114.24,4.08,12-Jan-2018,3.125,3.57142857142857,NA,0
Muni,Asset 9915,106.66,4.04,18-Feb-2028,3.114,3.78773673354585,NA,1
Muni,Asset 9916,124.64,4.93,30-Jan-2022,3.272,3.95539152759949,NA,1
Muni,Asset 9917,114.86,6.16,31-Dec-2030,4.471,5.36305067038133,AA,1
Corp,Asset 9918,83.98,6.45,13-Nov-2033,6.119,7.68040009526078,BBB,0
Muni,Asset 9919,101.52,4.06,29-Dec-2034,3.561,3.99921197793538,AA,1
Muni,Asset 9920,110.12,3.93,18-Mar-2017,2.989,3.56883399927352,NA,0
Corp,Asset 9921,122.47,5.05,30-Aug-2018,3.304,4.12345880623826,AAA,0
Muni,Asset 9922,122.01,5.21,10-Feb-2020,3.415,4.27014179165642,AA,1
Muni,Asset 9923,107.97,5.05,10-Dec-2035,4.542,4.67722515513569,A,1
Muni,Asset 9924,103.28,5.02,06-Dec-2022,4.84,4.86057319907049,Not Rated,1
Corp,Asset 9925,120.08,6.74,07-May-2027,4.675,5.61292471685543,A,0
Muni,Asset 9926,108.54,4.07,25-Jul-2015,3.155,3.74976967016768,A,0
Muni,Asset 9927,120.99,5.01,09-Sep-2016,3.319,4.14083808579221,AAA,0
Muni,Asset 9928,104.72,4.75,30-Aug-2040,3.532,4.53590527119939,AA,1
Muni,Asset 9929,123.35,5.03,12-Oct-2020,3.406,4.07782732063235,AAA,1
Muni,Asset 9930,108.45,2.56,09-Jul-2016,2.205,2.36053480866759,AA,0
Muni,Asset 9931,110.68,5.04,23-Aug-2031,3.544,4.55366823274304,NA,1
Muni,Asset 9932,108.36,5.34,31-Oct-2022,4.119,4.92801771871539,A,1
Corp,Asset 9933,109.13,5.17,13-Jul-2015,3.864,4.73746907358197,A,0
Muni,Asset 9934,110.26,5.58,17-Jul-2027,4.013,5.06076546345003,BBB,0
Muni,Asset 9935,110.24,4.25,22-Jul-2022,3.251,3.85522496371553,AA,1
Corp,Asset 9936,93.86,7.48,17-Nov-2033,6.476,7.969316002557,B,0
Corp,Asset 9937,133.42,8.69,08-Mar-2019,4.454,6.51326637685504,BBB,0
Corp,Asset 9938,117.67,5.86,25-Nov-2016,4.617,4.9800288943656,BBB,0
Muni,Asset 9939,109.22,4.96,10-Oct-2023,3.678,4.54129280351584,A,1
Muni,Asset 9940,112.59,3.22,29-Jul-2015,2.525,2.85993427480238,AA,0
Muni,Asset 9941,106.06,4.06,08-Apr-2027,3.223,3.82802187441071,AA,1
Muni,Asset 9942,102.25,4.05,11-Jul-2014,3.337,3.96088019559902,Not Rated,0
Corp,Asset 9943,94.38,11.26,22-Nov-2015,9.161,11.9304937486756,B,1
Corp,Asset 9944,89.44,6.25,09-Sep-2019,4.64,6.98792486583184,B,1
Corp,Asset 9945,123.16,5.44,14-Aug-2017,3.485,4.41701851250406,AAA,0
Muni,Asset 9946,106.69,4.2,14-Jul-2022,3.36,3.93663886024932,A,1
Muni,Asset 9947,99.26,5.83,29-Jul-2038,4.3,5.87346363086843,BBB,1
Muni,Asset 9948,103.88,4.39,12-Aug-2020,3.384,4.22603003465537,Not Rated,1
Treas,Asset 9949,104.49,3.45,02-Aug-2013,1.792,3.30175136376687,AAA,0
Muni,Asset 9950,7.8,-0,24-Jun-2047,0.076,-0,NA,1
Corp,Asset 9951,104.7,11.28,16-May-2017,7.966,10.7736389684814,B,1
Corp,Asset 9952,103.99,2.04,06-Mar-2014,1.706,1.96172708914319,A,0
Muni,Asset 9953,99.42,4.27,15-Mar-2025,3.419,4.29491048078857,NA,1
Muni,Asset 9954,116.91,3.93,29-Jul-2017,2.892,3.3615601744932,AA,0
Muni,Asset 9955,111.93,4.93,03-Aug-2013,1.904,4.40453855088001,NA,0
Muni,Asset 9956,114.78,4.01,28-Jun-2017,3.188,3.49364000696985,AA,0
Muni,Asset 9957,117.09,4.95,27-May-2015,4.005,4.22751729438893,AA,0
Corp,Asset 9958,103.96,6.4,16-Feb-2016,4.312,6.15621392843401,B,0
Corp,Asset 9959,104.4,6.07,09-Apr-2032,4.361,5.81417624521073,AA,1
Muni,Asset 9960,119.36,5.04,04-Oct-2027,3.451,4.22252010723861,AAA,1
Corp,Asset 9961,113.96,7.38,14-Oct-2019,4.745,6.47595647595648,BBB,0
Muni,Asset 9962,103.92,3.05,01-Sep-2025,2.553,2.93494996150885,Not Rated,1
Muni,Asset 9963,102.88,5.04,22-Feb-2020,3.724,4.89891135303266,BBB,0
Corp,Asset 9964,97.71,8.93,28-Nov-2015,8.023,9.13928973492989,B,1
Muni,Asset 9965,106.63,4.92,22-May-2039,4.25,4.61408609209416,A,1
Muni,Asset 9966,84.69,4.96,14-Dec-2028,5.382,5.8566536781202,Not Rated,1
Muni,Asset 9967,87.13,4.66,12-Dec-2028,5.059,5.34833008148743,Not Rated,1
Muni,Asset 9968,110.61,5.01,07-Jun-2013,-2,4.52942771901275,AA,0
Muni,Asset 9969,104.19,5.1,19-Dec-2023,4.431,4.89490354160668,NA,1
Muni,Asset 9970,116.53,5.44,07-Apr-2021,3.731,4.66832575302497,AA,1
Muni,Asset 9971,105.71,2.06,26-Jan-2015,1.802,1.94872765112099,AA,0
Corp,Asset 9972,106.9,5.71,28-Jan-2015,4.026,5.34144059869036,BBB,0
Muni,Asset 9973,116,5.07,11-Jun-2019,4.227,4.37068965517241,AA,0
Corp,Asset 9974,122.4,5.73,16-Feb-2019,3.623,4.68137254901961,A,0
Muni,Asset 9975,104.81,2.08,21-Feb-2016,1.833,1.98454345959355,AA,0
Muni,Asset 9976,118.07,5.8,11-Jan-2030,4.002,4.91234013720674,AA,0
Muni,Asset 9977,109.87,5.01,01-Jun-2013,-0.763,4.55993446800765,AA,0
Muni,Asset 9978,105.38,4.98,01-Mar-2034,3.632,4.72575441260201,AA,1
Muni,Asset 9979,54.28,6.57,03-Aug-2030,6.161,12.1039056742815,Not Rated,1
Muni,Asset 9980,111.39,4.93,12-Jul-2033,3.694,4.42589101355597,A,0
Muni,Asset 9981,108.19,3.41,21-Nov-2013,2.731,3.15186246418338,AA,0
Corp,Asset 9982,124.01,7.56,29-Jul-2021,4.401,6.09628255785824,BBB,0
Corp,Asset 9983,133.77,6.77,16-Jun-2036,4.657,5.06092546908873,A,0
Corp,Asset 9984,109.47,8.88,08-Dec-2019,7.876,8.11181145519321,B,1
Corp,Asset 9985,105.29,7.32,01-Apr-2018,4.788,6.95222718206857,BB,1
Corp,Asset 9986,105.82,5.98,06-Dec-2031,5.622,5.65110565110565,A,1
Muni,Asset 9987,102.51,4.92,18-Oct-2034,3.898,4.79953175299971,Not Rated,1
Muni,Asset 9988,105.05,4.4,10-Jul-2012,-3.378,4.18848167539267,AA,1
Corp,Asset 9989,100.93,1.64,20-Nov-2016,1.594,1.62488853660953,AAA,1
Corp,Asset 9990,106.82,6.08,07-Aug-2014,4.063,5.69181801160831,A,0
Muni,Asset 9991,106.15,4.41,28-Jul-2030,3.403,4.15449835138954,AA,1
Muni,Asset 9992,103.71,5.75,30-May-2019,5.245,5.5443062385498,NA,1
Muni,Asset 9993,111.48,4.08,03-Sep-2015,3.018,3.65984930032293,AA,0
Corp,Asset 9994,104.12,5.71,29-Jul-2012,-1.112,5.48405685747215,BBB,0
Muni,Asset 9995,127.2,4.92,04-Feb-2021,3.198,3.86792452830189,AA,0
Muni,Asset 9996,106.49,5.32,12-Dec-2041,4.752,4.99577425110339,A,1
Corp,Asset 9997,106.16,5.08,18-Feb-2021,3.672,4.78522984174831,BBB,0
Muni,Asset 9998,107.67,4.17,11-Dec-2025,3.768,3.87294511005851,AA,1
Corp,Asset 9999,110.31,4.4,19-Sep-2013,2.365,3.98875895204424,AAA,0
Corp,Asset 10000,113.56,8.92,12-Jan-2040,5.425,7.85487847833744,BBB,0
Muni,Asset 10001,124.33,4.95,06-Jan-2028,3.464,3.98133998230516,NA,0
Muni,Asset 10002,105.33,4.95,19-Jul-2026,3.788,4.69951580746226,A,1
Muni,Asset 10003,107.76,2.9,06-Aug-2014,2.326,2.69116555308092,NA,0
Corp,Asset 10004,99.89,7.01,14-Feb-2019,4.66,7.01771949144058,BB,1
Muni,Asset 10005,106.24,5.05,09-May-2031,4.131,4.75338855421687,A,1
Corp,Asset 10006,118.6,4.87,30-Jan-2036,3.363,4.106239460371,AAA,0
Corp,Asset 10007,114.7,3.94,30-Jan-2021,2.939,3.43504795117698,AAA,0
Corp,Asset 10008,104.21,1.7,11-Mar-2013,-0.786,1.63132137030995,AAA,0
Muni,Asset 10009,114.77,4.07,11-Sep-2021,2.964,3.5462228805437,NA,1
Muni,Asset 10010,112.58,3.97,16-Jul-2014,2.973,3.52638124000711,AA,0
Corp,Asset 10011,124.78,5.97,21-Jan-2033,3.818,4.78442058022119,A,0
Corp,Asset 10012,104.76,5.98,23-Aug-2027,4.106,5.70828560519282,AA,1
Corp,Asset 10013,105.25,3.31,09-Aug-2021,2.716,3.14489311163896,AA,0
Muni,Asset 10014,118.15,7.06,09-Mar-2019,4.234,5.97545493017351,NA,0
Muni,Asset 10015,100.86,5.22,22-Aug-2025,3.86,5.17549077929804,A,1
Muni,Asset 10016,107.88,4.12,13-Sep-2016,3.135,3.81905821282907,AA,0
Muni,Asset 10017,109.09,3.01,25-Aug-2014,2.357,2.75918965991383,NA,0
Muni,Asset 10018,97.64,4.19,03-Sep-2026,3.4,4.29127406800492,NA,1
Muni,Asset 10019,131.63,6.61,03-Nov-2039,4.222,5.02165159917952,A,0
Muni,Asset 10020,108.95,4.18,30-Sep-2027,3.195,3.83662230380909,NA,1
Corp,Asset 10021,101.69,1.1,11-Sep-2014,1.028,1.08171894974924,AAA,0
Corp,Asset 10022,108.46,8.2,05-Sep-2020,4.832,7.56039092753089,B,1
Corp,Asset 10023,132.49,7.9,09-Nov-2029,4.943,5.96271416710695,A,0
Muni,Asset 10024,118.05,4.96,19-Feb-2016,3.351,4.20160948750529,AA,0
Corp,Asset 10025,66.25,9.95,28-Aug-2014,6.428,15.0188679245283,CCC,1
Corp,Asset 10026,112.15,3.62,18-Dec-2020,3.075,3.22781988408382,AAA,0
Muni,Asset 10027,78.35,-0,04-Nov-2017,0.056,-0,AA,0
Muni,Asset 10028,105.63,4.94,11-Sep-2031,3.619,4.67670169459434,AA,1
Muni,Asset 10029,115.48,3.67,24-Feb-2020,2.721,3.17803948735712,AA,0
Treas,Asset 10030,129.71,4.56,30-Jan-2036,2.992,3.51553465422866,AAA,0
Corp,Asset 10031,107.93,2.42,02-May-2016,2.115,2.24219401463912,AA,0
Muni,Asset 10032,115.4,4.09,09-Dec-2018,3.498,3.54419410745234,AA,0
Muni,Asset 10033,128.12,5.27,31-Oct-2021,3.57,4.1133312519513,AA,0
Muni,Asset 10034,112.45,4.3,22-Jul-2021,3.231,3.82392174299689,AA,1
Corp,Asset 10035,102.3,1.4,30-May-2016,1.358,1.36852394916911,AAA,1
Treas,Asset 10036,140.12,5.54,23-Jul-2028,3.308,3.95375392520697,AAA,0
Muni,Asset 10037,110.35,4.03,26-Sep-2018,3.062,3.65201631173539,AA,1
Treas,Asset 10038,116.18,3.53,31-Jan-2020,2.663,3.03838870717852,AAA,0
Corp,Asset 10039,106.82,5.93,11-May-2013,1.102,5.55139486987456,BBB,0
Corp,Asset 10040,119.71,5.05,19-Feb-2017,3.364,4.2185281095982,AAA,0
Muni,Asset 10041,124.24,6.16,14-Oct-2029,3.953,4.95814552479073,AAA,0
Muni,Asset 10042,105.21,4.91,22-Jan-2041,3.743,4.66685676266515,AA,1
Muni,Asset 10043,107.18,6.01,06-Jun-2032,5.579,5.60738943832805,A,0
Muni,Asset 10044,118.53,6.84,19-Jul-2025,4.362,5.77069096431283,A,0
Muni,Asset 10045,110.92,3.09,15-May-2018,2.637,2.78579156148576,AA,0
Muni,Asset 10046,121.09,5.06,28-Feb-2022,3.335,4.17871005037575,AAA,1
Corp,Asset 10047,105.56,9.24,05-Jan-2018,6.019,8.75331564986737,B,1
Muni,Asset 10048,106.61,2.2,08-Aug-2013,1.194,2.06359628552669,AA,0
Muni,Asset 10049,122.55,5.17,30-Jul-2020,3.43,4.21868625051,A,0
Muni,Asset 10050,124.27,7.97,18-Jul-2017,4.682,6.41345457471634,Not Rated,0
Corp,Asset 10051,106.32,6.69,06-May-2016,5.073,6.29232505643341,BB,1
Corp,Asset 10052,105.21,2.43,27-Feb-2018,2.095,2.30966638152267,AAA,0
Muni,Asset 10053,119.07,5.03,15-Aug-2019,3.376,4.2244058117074,AA,0
Corp,Asset 10054,105.82,4.97,16-Jan-2013,1.073,4.6966546966547,A,0
Corp,Asset 10055,148.76,9.58,01-Dec-2030,6.117,6.43990319978489,BBB,0
Muni,Asset 10056,112.91,2.94,13-Apr-2017,2.366,2.60384376937384,AA,0
Zero,Asset 10057,58.97,0.06,14-Feb-2030,0.116,0.10174665083941,AAA,0
Corp,Asset 10058,100.09,6.57,05-Nov-2026,5.208,6.56409231691478,A,1
Muni,Asset 10059,117.16,6.03,25-Nov-2024,4.755,5.1468077842267,AA,1
Muni,Asset 10060,90.51,4.73,25-Oct-2032,4.233,5.2259418848746,Not Rated,1
Corp,Asset 10061,139.97,7.73,15-Jun-2029,5.066,5.5226119882832,BBB,0
Muni,Asset 10062,86.16,5.52,24-Jul-2040,4.594,6.4066852367688,BBB,1
Muni,Asset 10063,73.9,0.03,13-Sep-2018,0.094,0.040595399188092,A,0
Corp,Asset 10064,96.93,8.51,11-Aug-2019,5.258,8.77953162075725,BBB,0
Muni,Asset 10065,112.51,4.05,07-May-2018,3.253,3.59968002844192,AA,1
Corp,Asset 10066,91.52,5.93,03-Dec-2028,6.261,6.47945804195804,A,1
Muni,Asset 10067,102.99,4.13,30-Nov-2031,3.887,4.01009806777357,AA,1
Muni,Asset 10068,110.66,5.02,06-Sep-2027,3.536,4.53641785649738,AA,1
Corp,Asset 10069,141.14,6.54,13-Sep-2037,3.6,4.63369703840159,A,0
Muni,Asset 10070,121.22,5.07,31-Aug-2019,3.337,4.18247813892097,AA,0
Corp,Asset 10071,104.04,7.87,15-Nov-2020,6.134,7.56439830834294,B,1
Corp,Asset 10072,123.16,6.08,10-Jan-2016,4.027,4.93666774926924,AAA,0
Muni,Asset 10073,115.7,5.34,31-Mar-2017,3.658,4.61538461538461,AA,0
Muni,Asset 10074,101.38,4.94,25-Sep-2027,3.77,4.87275596764648,Not Rated,1
Corp,Asset 10075,126.69,5.24,19-Oct-2022,3.491,4.13608019575341,AAA,0
Muni,Asset 10076,116.01,5,23-May-2017,4.016,4.30997327816568,A,0
Muni,Asset 10077,102.27,4.07,19-Jul-2025,3.35,3.97966167986702,NA,1
Muni,Asset 10078,107.84,4.57,28-Jul-2030,3.452,4.23775964391691,NA,1
Muni,Asset 10079,113.08,3.92,05-Jul-2015,3.09,3.46657233816767,A,0
Muni,Asset 10080,116.02,5.82,17-Jul-2017,3.989,5.01637648681262,Not Rated,0
Muni,Asset 10081,103.15,4.76,13-Oct-2032,3.744,4.61463887542414,AA,1
Muni,Asset 10082,112.34,5.07,14-May-2014,3.917,4.51308527683817,AA,0
Muni,Asset 10083,128.04,5.07,15-May-2020,3.615,3.95970009372071,NA,0
Muni,Asset 10084,88.17,6.05,11-Jan-2024,5.022,6.86174435749121,Not Rated,1
Corp,Asset 10085,116.12,4.46,14-Apr-2020,3.263,3.8408542886669,A,0
Corp,Asset 10086,107.08,5.32,04-Feb-2013,-0.63,4.96824803884946,AAA,0
Corp,Asset 10087,129.27,7.72,06-Dec-2045,5.938,5.97199659627137,BBB,0
Muni,Asset 10088,101.21,4.63,31-Dec-2040,3.954,4.57464677403419,AA,1
Corp,Asset 10089,111.16,3.82,27-Oct-2014,3.009,3.43648794530407,AA,0
Muni,Asset 10090,131.62,6.54,17-Aug-2028,3.768,4.96884971888771,AA,0
Muni,Asset 10091,115.74,4.07,24-Feb-2017,2.94,3.51650250561604,AAA,0
Corp,Asset 10092,101.6,6.27,05-Aug-2019,4.377,6.17125984251969,BB,1
Corp,Asset 10093,101.62,2.84,11-Jul-2016,2.551,2.79472544774651,BBB,1
Corp,Asset 10094,102.66,7.68,16-Aug-2029,4.817,7.48100526008182,BBB,0
Muni,Asset 10095,118.16,5.02,30-Oct-2018,3.662,4.24847664184157,A,0
Muni,Asset 10096,109.21,4.02,31-Oct-2026,3.259,3.68098159509202,AA,1
Muni,Asset 10097,109.05,3.01,07-Apr-2018,2.473,2.76020174232004,AA,0
Muni,Asset 10098,102.2,4.22,03-Sep-2025,3.308,4.12915851272016,NA,1
Corp,Asset 10099,111.67,4.94,19-May-2014,3.943,4.42374854481956,AAA,0
Muni,Asset 10100,106.59,1.99,09-Jan-2014,1.629,1.86696688244676,NA,0
Corp,Asset 10101,113.97,7.53,08-May-2027,5.314,6.60700184259016,BBB,0
Corp,Asset 10102,105.53,10.05,20-Jun-2015,7.332,9.52335828674311,B,1
Muni,Asset 10103,112.81,5.01,19-Nov-2033,4.056,4.44109564754898,AA,0
Muni,Asset 10104,114.47,4.98,25-Jul-2014,3.436,4.35048484319036,NA,0
Muni,Asset 10105,110.51,5,14-Sep-2020,3.544,4.52447742285766,AA,1
Muni,Asset 10106,106.43,5.31,22-Dec-2032,4.419,4.98919477590905,AA,1
Muni,Asset 10107,106.71,5.09,17-Dec-2033,4.391,4.76993721300722,AA,1
Corp,Asset 10108,127.57,5.28,15-Apr-2022,3.464,4.1389041310653,AAA,0
Corp,Asset 10109,136.38,9.66,14-Apr-2030,5.022,7.08315002199736,BBB,0
Muni,Asset 10110,116.64,4.99,08-Apr-2016,3.504,4.2781207133059,AA,0
Muni,Asset 10111,115.08,7.04,12-Nov-2039,5.119,6.11748348974626,AA,0
Treas,Asset 10112,104.26,2.8,11-Oct-2013,2.044,2.6855937080376,AAA,0
Muni,Asset 10113,110.52,4.47,25-Aug-2013,2.105,4.04451682953312,AAA,0
